id,name,base_experience,height,weight,types,abilities,moves,stats,Generation,image_url,image_exists
963,finizen,63,13,602,water,"water-veil, water-veil","body-slam, take-down, supersonic, mist, water-gun","hp=70, attack=45, defense=40, special-attack=45, special-defense=40, speed=75",9,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/963.png,True
964,palafin-zero,160,13,602,water,"zero-to-hero, zero-to-hero","ice-punch, body-slam, take-down, supersonic, mist","hp=100, attack=70, defense=72, special-attack=53, special-defense=62, speed=100",9,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/964.png,True
965,varoom,60,10,350,"steel, poison","overcoat, slow-start","headbutt, body-slam, take-down, double-edge, toxic","hp=45, attack=70, defense=63, special-attack=30, special-defense=45, speed=47",9,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/965.png,True
966,revavroom,175,18,1200,"steel, poison","overcoat, filter","headbutt, body-slam, take-down, double-edge, hyper-beam","hp=80, attack=119, defense=90, special-attack=54, special-defense=67, speed=90",9,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/966.png,True
967,cyclizar,175,16,630,"dragon, normal","shed-skin, regenerator","tackle, body-slam, take-down, double-edge, bite","hp=70, attack=95, defense=65, special-attack=85, special-defense=65, speed=121",9,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/967.png,True
968,orthworm,240,25,3100,steel,"earth-eater, sand-veil","tackle, body-slam, wrap, take-down, double-edge","hp=70, attack=85, defense=145, special-attack=60, special-defense=55, speed=65",9,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/968.png,True
969,glimmet,70,7,80,"rock, poison","toxic-debris, corrosion","rock-throw, toxic, harden, confuse-ray, light-screen","hp=48, attack=35, defense=42, special-attack=105, special-defense=60, speed=60",9,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/969.png,True
970,glimmora,184,15,450,"rock, poison","toxic-debris, corrosion","hyper-beam, solar-beam, rock-throw, toxic, harden","hp=83, attack=55, defense=90, special-attack=130, special-defense=81, speed=86",9,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/970.png,True
971,greavard,58,6,350,ghost,"pickup, fluffy","headbutt, tackle, take-down, double-edge, tail-whip","hp=50, attack=61, defense=60, special-attack=30, special-defense=55, speed=34",9,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/971.png,True
972,houndstone,171,20,150,ghost,"sand-rush, fluffy","headbutt, tackle, take-down, double-edge, tail-whip","hp=72, attack=101, defense=100, special-attack=50, special-defense=97, speed=68",9,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/972.png,True
973,flamigo,175,16,370,"flying, fighting","scrappy, tangled-feet, costar","swords-dance, wing-attack, fly, double-kick, mega-kick","hp=82, attack=115, defense=74, special-attack=75, special-defense=64, speed=90",9,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/973.png,True
974,cetoddle,67,12,450,ice,"thick-fat, snow-cloak, sheer-force","tackle, body-slam, take-down, double-edge, growl","hp=108, attack=68, defense=45, special-attack=30, special-defense=40, speed=43",9,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/974.png,True
975,cetitan,182,45,7000,ice,"thick-fat, slush-rush, sheer-force","ice-punch, tackle, body-slam, take-down, double-edge","hp=170, attack=113, defense=65, special-attack=45, special-defense=55, speed=73",9,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/975.png,True
976,veluza,167,25,900,"water, psychic","mold-breaker, sharpness","tackle, body-slam, take-down, thrash, double-edge","hp=90, attack=102, defense=73, special-attack=78, special-defense=65, speed=70",9,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/976.png,True
977,dondozo,265,120,2200,water,"unaware, oblivious, water-veil","tackle, body-slam, take-down, thrash, double-edge","hp=150, attack=100, defense=115, special-attack=65, special-defense=65, speed=35",9,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/977.png,True
978,tatsugiri-curly,166,3,80,"dragon, water","commander, storm-drain","take-down, water-gun, hydro-pump, surf, hyper-beam","hp=68, attack=50, defense=60, special-attack=120, special-defense=95, speed=82",9,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/978.png,True
979,annihilape,268,12,560,"fighting, ghost","vital-spirit, inner-focus, defiant","fire-punch, ice-punch, thunder-punch, scratch, body-slam","hp=110, attack=115, defense=80, special-attack=50, special-defense=90, speed=90",9,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/979.png,True
980,clodsire,151,18,2230,"poison, ground","poison-point, water-absorb, unaware","slam, body-slam, take-down, double-edge, tail-whip","hp=130, attack=75, defense=60, special-attack=45, special-defense=100, speed=20",9,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/980.png,True
981,farigiraf,260,32,1600,"normal, psychic","cud-chew, armor-tail, sap-sipper","stomp, tackle, body-slam, take-down, double-edge","hp=120, attack=90, defense=70, special-attack=110, special-defense=70, speed=60",9,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/981.png,True
982,dudunsparce-two-segment,182,36,392,normal,"serene-grace, run-away, rattled","body-slam, take-down, double-edge, flamethrower, ice-beam","hp=125, attack=100, defense=80, special-attack=85, special-defense=75, speed=55",9,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/982.png,True
983,kingambit,275,20,1200,"dark, steel","defiant, supreme-overlord, pressure","scratch, guillotine, swords-dance, take-down, leer","hp=100, attack=135, defense=120, special-attack=60, special-defense=85, speed=50",9,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/983.png,True
984,great-tusk,285,22,3200,"ground, fighting",protosynthesis,"horn-attack, body-slam, take-down, double-edge, roar","hp=115, attack=131, defense=131, special-attack=53, special-defense=53, speed=87",9,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/984.png,True
985,scream-tail,285,12,80,"fairy, psychic",protosynthesis,"pound, fire-punch, ice-punch, thunder-punch, body-slam","hp=115, attack=65, defense=99, special-attack=65, special-defense=115, speed=111",9,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/985.png,True
986,brute-bonnet,285,12,210,"grass, dark",protosynthesis,"body-slam, thrash, double-edge, hyper-beam, absorb","hp=111, attack=127, defense=99, special-attack=79, special-defense=99, speed=55",9,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/986.png,True
987,flutter-mane,285,14,40,"ghost, fairy",protosynthesis,"psybeam, hyper-beam, thunderbolt, thunder-wave, thunder","hp=55, attack=55, defense=55, special-attack=135, special-defense=135, speed=135",9,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/987.png,True
988,slither-wing,285,32,920,"bug, fighting",protosynthesis,"gust, whirlwind, stomp, body-slam, take-down","hp=85, attack=135, defense=79, special-attack=85, special-defense=105, speed=81",9,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/988.png,True
989,sandy-shocks,285,23,600,"electric, ground",protosynthesis,"body-slam, take-down, supersonic, hyper-beam, thunder-shock","hp=85, attack=81, defense=97, special-attack=121, special-defense=85, speed=101",9,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/989.png,True
990,iron-treads,285,9,2400,"ground, steel",quark-drive,"horn-attack, body-slam, take-down, double-edge, hyper-beam","hp=90, attack=112, defense=120, special-attack=72, special-defense=70, speed=106",9,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/990.png,True
991,iron-bundle,285,6,110,"ice, water",quark-drive,"ice-punch, body-slam, take-down, hydro-pump, ice-beam","hp=56, attack=80, defense=114, special-attack=124, special-defense=60, speed=136",9,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/991.png,True
992,iron-hands,285,18,3807,"fighting, electric",quark-drive,"fire-punch, ice-punch, thunder-punch, swords-dance, whirlwind","hp=154, attack=140, defense=108, special-attack=50, special-defense=68, speed=50",9,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/992.png,True
993,iron-jugulis,285,13,1110,"dark, flying",quark-drive,"fly, body-slam, take-down, double-edge, roar","hp=94, attack=80, defense=86, special-attack=122, special-defense=80, speed=108",9,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/993.png,True
994,iron-moth,285,12,360,"fire, poison",quark-drive,"gust, whirlwind, take-down, ember, flamethrower","hp=80, attack=70, defense=60, special-attack=140, special-defense=110, speed=110",9,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/994.png,True
995,iron-thorns,285,16,3030,"rock, electric",quark-drive,"fire-punch, ice-punch, thunder-punch, swords-dance, body-slam","hp=100, attack=134, defense=110, special-attack=70, special-defense=84, speed=72",9,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/995.png,True
996,frigibax,64,5,170,"dragon, ice","thermal-exchange, ice-body","swords-dance, tackle, body-slam, take-down, leer","hp=65, attack=75, defense=45, special-attack=35, special-defense=45, speed=55",9,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/996.png,True
997,arctibax,148,8,300,"dragon, ice","thermal-exchange, ice-body","swords-dance, tackle, body-slam, take-down, leer","hp=90, attack=95, defense=66, special-attack=45, special-defense=65, speed=62",9,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/997.png,True
998,baxcalibur,300,21,2100,"dragon, ice","thermal-exchange, ice-body","swords-dance, tackle, body-slam, take-down, double-edge","hp=115, attack=145, defense=92, special-attack=75, special-defense=86, speed=87",9,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/998.png,True
999,gimmighoul-chest,60,3,50,ghost,rattled,"tackle, take-down, night-shade, confuse-ray, light-screen","hp=45, attack=30, defense=70, special-attack=75, special-defense=70, speed=10",9,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/999.png,True
1000,gholdengo,275,12,300,"steel, ghost",good-as-gold,"thunder-punch, tackle, take-down, hyper-beam, low-kick","hp=87, attack=60, defense=95, special-attack=133, special-defense=91, speed=84",9,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/1000.png,True
1001,wo-chien,285,15,742,"dark, grass",tablets-of-ruin,"body-slam, take-down, hyper-beam, absorb, mega-drain","hp=85, attack=85, defense=100, special-attack=95, special-defense=135, speed=70",9,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/1001.png,True
1002,chien-pao,285,19,1522,"dark, ice",sword-of-ruin,"swords-dance, take-down, mist, blizzard, hyper-beam","hp=80, attack=120, defense=80, special-attack=90, special-defense=65, speed=135",9,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/1002.png,True
1003,ting-lu,285,27,6997,"dark, ground",vessel-of-ruin,"whirlwind, stomp, body-slam, take-down, thrash","hp=155, attack=110, defense=125, special-attack=55, special-defense=80, speed=45",9,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/1003.png,True
1004,chi-yu,285,4,49,"dark, fire",beads-of-ruin,"take-down, ember, flamethrower, hyper-beam, fire-spin","hp=55, attack=80, defense=80, special-attack=135, special-defense=120, speed=100",9,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/1004.png,True
1005,roaring-moon,295,20,3800,"dragon, dark",protosynthesis,"fly, headbutt, body-slam, take-down, double-edge","hp=105, attack=139, defense=71, special-attack=55, special-defense=101, speed=119",9,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/1005.png,True
1006,iron-valiant,295,14,350,"fairy, fighting",quark-drive,"fire-punch, ice-punch, thunder-punch, swords-dance, disable","hp=74, attack=130, defense=90, special-attack=120, special-defense=60, speed=116",9,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/1006.png,True
1007,koraidon-apex-build,335,25,3030,"fighting, dragon",orichalcum-pulse,"swords-dance, body-slam, take-down, double-edge, roar","hp=100, attack=135, defense=115, special-attack=85, special-defense=100, speed=135",9,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/1007.png,True
1008,miraidon-ultimate-mode,335,35,2400,"electric, dragon",hadron-engine,"swords-dance, body-slam, take-down, hyper-beam, solar-beam","hp=100, attack=85, defense=100, special-attack=135, special-defense=115, speed=135",9,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/1008.png,True
1009,walking-wake,295,35,2800,"water, dragon",protosynthesis,"body-slam, take-down, double-edge, leer, bite","hp=99, attack=83, defense=91, special-attack=125, special-defense=83, speed=109",9,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/1009.png,True
1010,iron-leaves,295,15,1250,"grass, psychic",quark-drive,"swords-dance, take-down, double-edge, leer, hyper-beam","hp=90, attack=130, defense=88, special-attack=70, special-defense=108, speed=104",9,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/1010.png,True
1011,dipplin,170,4,97,"grass, dragon","supersweet-syrup, gluttony, sticky-hold","body-slam, take-down, hyper-beam, growth, solar-beam","hp=80, attack=80, defense=110, special-attack=95, special-defense=80, speed=40",9,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/1011.png,True
1012,poltchageist-counterfeit,62,1,11,"grass, ghost","hospitality, heatproof","absorb, mega-drain, solar-beam, stun-spore, night-shade","hp=40, attack=45, defense=45, special-attack=74, special-defense=54, speed=50",9,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/1012.png,True
1013,sinistcha-unremarkable,178,2,22,"grass, ghost","hospitality, heatproof","hyper-beam, absorb, mega-drain, solar-beam, stun-spore","hp=71, attack=60, defense=106, special-attack=121, special-defense=80, speed=70",9,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/1013.png,True
1014,okidogi,278,18,922,"poison, fighting","toxic-chain, guard-dog","fire-punch, ice-punch, thunder-punch, body-slam, take-down","hp=88, attack=128, defense=115, special-attack=58, special-defense=86, speed=80",9,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/1014.png,True
1015,munkidori,278,10,122,"poison, psychic","toxic-chain, frisk","scratch, psybeam, hyper-beam, toxic, confusion","hp=88, attack=75, defense=66, special-attack=130, special-defense=90, speed=106",9,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/1015.png,True
1016,fezandipiti,278,14,301,"poison, fairy","toxic-chain, technician","swords-dance, wing-attack, fly, double-kick, take-down","hp=88, attack=91, defense=82, special-attack=70, special-defense=125, speed=99",9,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/1016.png,True
1017,ogerpon,275,12,398,grass,defiant,"swords-dance, slam, vine-whip, double-kick, take-down","hp=80, attack=120, defense=84, special-attack=60, special-defense=96, speed=110",9,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/1017.png,True
1018,archaludon,300,20,600,"steel, dragon","stamina, sturdy, stalwart","swords-dance, body-slam, take-down, double-edge, leer","hp=90, attack=105, defense=130, special-attack=125, special-defense=65, speed=85",9,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/1018.png,True
1019,hydrapple,270,18,930,"grass, dragon","supersweet-syrup, regenerator, sticky-hold","body-slam, take-down, double-edge, hydro-pump, hyper-beam","hp=106, attack=80, defense=110, special-attack=120, special-defense=80, speed=44",9,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/1019.png,True
1020,gouging-fire,295,35,5900,"fire, dragon",protosynthesis,"stomp, double-kick, body-slam, take-down, double-edge","hp=105, attack=115, defense=121, special-attack=65, special-defense=93, speed=91",9,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/1020.png,True
1021,raging-bolt,295,52,4800,"electric, dragon",protosynthesis,"stomp, body-slam, take-down, double-edge, roar","hp=125, attack=73, defense=91, special-attack=137, special-defense=89, speed=75",9,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/1021.png,True
1022,iron-boulder,295,15,1625,"rock, psychic",quark-drive,"swords-dance, horn-attack, body-slam, take-down, double-edge","hp=90, attack=120, defense=80, special-attack=68, special-defense=108, speed=124",9,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/1022.png,True
1023,iron-crown,295,16,1560,"steel, psychic",quark-drive,"swords-dance, body-slam, take-down, double-edge, leer","hp=90, attack=72, defense=100, special-attack=122, special-defense=108, speed=98",9,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/1023.png,True
1024,terapagos,90,2,65,normal,tera-shift,"headbutt, body-slam, take-down, double-edge, roar","hp=90, attack=65, defense=85, special-attack=65, special-defense=85, speed=60",9,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/1024.png,True
1025,pecharunt,300,3,3,"poison, ghost",poison-puppeteer,"toxic, night-shade, recover, withdraw, defense-curl","hp=88, attack=88, defense=160, special-attack=88, special-defense=88, speed=88",9,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/1025.png,True
10001,deoxys-attack,270,17,608,psychic,pressure,"mega-punch, fire-punch, ice-punch, thunder-punch, cut","hp=50, attack=180, defense=20, special-attack=180, special-defense=20, speed=150",Unknown,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10001.png,True
10002,deoxys-defense,270,17,608,psychic,pressure,"mega-punch, fire-punch, ice-punch, thunder-punch, cut","hp=50, attack=70, defense=160, special-attack=70, special-defense=160, speed=90",Unknown,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10002.png,True
10003,deoxys-speed,270,17,608,psychic,pressure,"mega-punch, fire-punch, ice-punch, thunder-punch, cut","hp=50, attack=95, defense=90, special-attack=95, special-defense=90, speed=180",Unknown,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10003.png,True
10004,wormadam-sandy,148,5,65,"bug, ground","anticipation, overcoat","gust, tackle, psybeam, hyper-beam, solar-beam","hp=60, attack=79, defense=105, special-attack=59, special-defense=85, speed=36",Unknown,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10004.png,True
10005,wormadam-trash,148,5,65,"bug, steel","anticipation, overcoat","gust, tackle, psybeam, hyper-beam, solar-beam","hp=60, attack=69, defense=95, special-attack=69, special-defense=95, speed=36",Unknown,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10005.png,True
10006,shaymin-sky,270,4,52,"grass, flying",serene-grace,"swords-dance, headbutt, take-down, double-edge, hyper-beam","hp=100, attack=103, defense=75, special-attack=120, special-defense=75, speed=127",Unknown,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10006.png,True
10007,giratina-origin,340,69,6500,"ghost, dragon",levitate,"cut, fly, headbutt, body-slam, take-down","hp=150, attack=120, defense=100, special-attack=120, special-defense=100, speed=90",Unknown,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10007.png,True
10008,rotom-heat,182,3,3,"electric, fire",levitate,"thunder-shock, thunderbolt, thunder-wave, thunder, toxic","hp=50, attack=65, defense=107, special-attack=105, special-defense=107, speed=86",Unknown,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10008.png,True
10009,rotom-wash,182,3,3,"electric, water",levitate,"hydro-pump, thunder-shock, thunderbolt, thunder-wave, thunder","hp=50, attack=65, defense=107, special-attack=105, special-defense=107, speed=86",Unknown,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10009.png,True
10010,rotom-frost,182,3,3,"electric, ice",levitate,"blizzard, thunder-shock, thunderbolt, thunder-wave, thunder","hp=50, attack=65, defense=107, special-attack=105, special-defense=107, speed=86",Unknown,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10010.png,True
10011,rotom-fan,182,3,3,"electric, flying",levitate,"thunder-shock, thunderbolt, thunder-wave, thunder, toxic","hp=50, attack=65, defense=107, special-attack=105, special-defense=107, speed=86",Unknown,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10011.png,True
10012,rotom-mow,182,3,3,"electric, grass",levitate,"thunder-shock, thunderbolt, thunder-wave, thunder, toxic","hp=50, attack=65, defense=107, special-attack=105, special-defense=107, speed=86",Unknown,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10012.png,True
10013,castform-sunny,147,3,8,fire,forecast,"headbutt, tackle, body-slam, double-edge, disable","hp=70, attack=70, defense=70, special-attack=70, special-defense=70, speed=70",Unknown,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10013.png,True
10014,castform-rainy,147,3,8,water,forecast,"headbutt, tackle, body-slam, double-edge, disable","hp=70, attack=70, defense=70, special-attack=70, special-defense=70, speed=70",Unknown,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10014.png,True
10015,castform-snowy,147,3,8,ice,forecast,"headbutt, tackle, body-slam, double-edge, disable","hp=70, attack=70, defense=70, special-attack=70, special-defense=70, speed=70",Unknown,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10015.png,True
10016,basculin-blue-striped,161,10,180,water,"rock-head, adaptability, mold-breaker","cut, headbutt, tackle, take-down, thrash","hp=70, attack=92, defense=65, special-attack=80, special-defense=55, speed=98",Unknown,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10016.png,True
10017,darmanitan-zen,189,13,929,"fire, psychic","sheer-force, zen-mode","mega-punch, fire-punch, mega-kick, headbutt, tackle","hp=105, attack=30, defense=105, special-attack=140, special-defense=105, speed=55",Unknown,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10017.png,True
10018,meloetta-pirouette,270,6,65,"normal, fighting",serene-grace,"fire-punch, ice-punch, thunder-punch, swords-dance, sing","hp=100, attack=128, defense=90, special-attack=77, special-defense=77, speed=128",Unknown,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10018.png,True
10019,tornadus-therian,290,14,630,flying,regenerator,"gust, fly, body-slam, take-down, thrash","hp=79, attack=100, defense=80, special-attack=110, special-defense=90, speed=121",Unknown,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10019.png,True
10020,thundurus-therian,290,30,610,"electric, flying",volt-absorb,"thunder-punch, fly, body-slam, take-down, thrash","hp=79, attack=105, defense=70, special-attack=145, special-defense=80, speed=101",Unknown,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10020.png,True
10021,landorus-therian,300,13,680,"ground, flying",intimidate,"swords-dance, fly, body-slam, take-down, leer","hp=89, attack=145, defense=90, special-attack=105, special-defense=80, speed=91",Unknown,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10021.png,True
10022,kyurem-black,350,33,3250,"dragon, ice",teravolt,"cut, fly, body-slam, take-down, roar","hp=125, attack=170, defense=100, special-attack=120, special-defense=90, speed=95",Unknown,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10022.png,True
10023,kyurem-white,350,36,3250,"dragon, ice",turboblaze,"cut, fly, body-slam, take-down, roar","hp=125, attack=120, defense=90, special-attack=170, special-defense=100, speed=95",Unknown,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10023.png,True
10024,keldeo-resolute,290,14,485,"water, fighting",justified,"swords-dance, cut, double-kick, take-down, double-edge","hp=91, attack=72, defense=90, special-attack=129, special-defense=90, speed=108",Unknown,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10024.png,True
10025,meowstic-female,163,6,85,psychic,"keen-eye, infiltrator, competitive","pay-day, scratch, cut, leer, psybeam","hp=74, attack=48, defense=76, special-attack=83, special-defense=81, speed=104",Unknown,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10025.png,True
10026,aegislash-blade,250,17,530,"steel, ghost",stance-change,"swords-dance, cut, tackle, hyper-beam, toxic","hp=60, attack=140, defense=50, special-attack=140, special-defense=50, speed=60",Unknown,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10026.png,True
10027,pumpkaboo-small,67,3,35,"ghost, grass","pickup, frisk, insomnia","disable, flamethrower, leech-seed, razor-leaf, solar-beam","hp=44, attack=66, defense=70, special-attack=44, special-defense=55, speed=56",Unknown,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10027.png,True
10028,pumpkaboo-large,67,5,75,"ghost, grass","pickup, frisk, insomnia","disable, flamethrower, leech-seed, razor-leaf, solar-beam","hp=54, attack=66, defense=70, special-attack=44, special-defense=55, speed=46",Unknown,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10028.png,True
10029,pumpkaboo-super,67,8,150,"ghost, grass","pickup, frisk, insomnia","disable, flamethrower, leech-seed, razor-leaf, solar-beam","hp=59, attack=66, defense=70, special-attack=44, special-defense=55, speed=41",Unknown,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10029.png,True
10030,gourgeist-small,173,7,95,"ghost, grass","pickup, frisk, insomnia","flamethrower, hyper-beam, leech-seed, razor-leaf, solar-beam","hp=55, attack=85, defense=122, special-attack=58, special-defense=75, speed=99",Unknown,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10030.png,True
10031,gourgeist-large,173,11,140,"ghost, grass","pickup, frisk, insomnia","flamethrower, hyper-beam, leech-seed, razor-leaf, solar-beam","hp=75, attack=95, defense=122, special-attack=58, special-defense=75, speed=69",Unknown,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10031.png,True
10032,gourgeist-super,173,17,390,"ghost, grass","pickup, frisk, insomnia","flamethrower, hyper-beam, leech-seed, razor-leaf, solar-beam","hp=85, attack=100, defense=122, special-attack=58, special-defense=75, speed=54",Unknown,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10032.png,True
10033,venusaur-mega,281,24,1555,"grass, poison",thick-fat,"swords-dance, cut, bind, vine-whip, headbutt","hp=80, attack=100, defense=123, special-attack=122, special-defense=120, speed=80",Unknown,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10033.png,True
